text,analysis,score
东北林业大学，广西大学，海南大学怎么选？。分只够上这些学校，专业都不好，该怎么选？,（担心）对大学选择有困惑，情绪中有些焦虑。,35
关于预科问题。1.请问预科读完一年进入c大选择专业后，是读四年从头开始读，还是读三年把四年的内容上完？ 2.有看到网上说毕业证是需要晚一年拿，但不太清楚具体是什么意思 3.请问预科生需要军训吗？ 4.请问预科的具体政策在哪里可以查到吗？我在官网好像找不到,（担心）发言者对预科政策存在困惑，表现出一定的焦虑情绪。,35
转专业。。。我想问一下专业好转吗？各位学长学姐,（平淡）正常询问关于转专业的信息，没有情绪波动。,50
求推荐专业。加分后排名一万，求助各位学长学姐，西大能选什么专业？或者有其他的学校也可以推荐,（担心）对专业选择和排名存在焦虑情绪，语气中带有困惑。,35
想知道广西大学的上床下桌配置什么专业有。电子信息专业宿舍怎么样，化学工程与工艺宿舍又是咋样的，想去西大但是听网上都说宿舍不好，有点顾虑,（担心）对宿舍条件有顾虑，情绪较为焦虑和不安。,35
有人知道咱学校西校园打印店最早什么时候开门吗。rt,（平淡）正常询问打印店营业时间，情绪中性。,50
网课挂了一门还能低转高吗。rt，发现有一门网课忘看了，但是由于多选了一门相关模块的学分已经满了，绩点3.8，还能低转高吗，还有如果高转低的话工科转工科是不是平级转啊，谢谢,（担心）对学分安排有焦虑情绪，发言人表现出不安。,35
机械设计制造及其自动化。这个专业本科就业前景怎么样，真的是进厂打螺丝吗,（担心）对未来就业前景有一定的焦虑情绪，表现出困惑。,35
材科GPA3.9到4.0这样。推荐转自动化或者物理学吗还是留下来卷保研,（理性）发言人对未来学术路径进行理性思考，情绪上较为平和。,65
电气真的很难学吗。听说要把物理学得很好,（担心）对课程难度感到焦虑，带有明显的不安情绪。,35
请问今年投档比是多少？。我怕被退档 求求了各位学姐学长,（担心）对录取结果的担忧情绪，表现出焦虑感。,35
读预科的话会有选不了的专业吗。。如题,（担心）对预科专业选择感到不安，情绪中表现出轻微焦虑。,35
广西大学机械电子工程专业怎么样。还有这个专业的宿舍怎么样,（平淡）正常询问专业和宿舍情况，情绪中性。,50
广西本地人选学校大于专业还是专业大于学校。省排35000能进西大吗【哭泣【脆弱玻璃心,（担心）对录取结果的担忧情绪，表现出焦虑感。,40
广西大学可以外校人员进去吗。rt，妹妹考上广西大学的博士，我们开学后想一起进校园看看，贵校允许学生亲属进入吗？,（平淡，淡定）普通询问外校人员进入的情况，情绪中性。,50
有西大土木系的学长吗？。想咨询一下,（平淡，淡定）普通提问，情绪平和。,50
请问一下贵校宿舍条件怎么样？。如题，本科志愿考虑广西大学机械类，请问一下宿舍条件如何，最好能附上几张图。谢谢大家！,（平淡，淡定）询问宿舍条件的提问，情绪中性。,50
575能来西大吗，还能有什么专业？。广西14000左右，不太清楚区内加分算不算总分，如果算上区内加分有12000左右，还有个地方专项,（担心，理性）对录取机会存在不确定性，情绪中有担忧和理性分析。,45
超过最低位次多少名能上。往年39000最低位次，今年31680报这个专业，可以吗？稳不稳妥,（担心，理性）对录取稳妥性的询问，表现出一定担忧情绪并进行理性分析。,45
服从调剂会被退档吗。被提档的考生服从调剂的话还会被退档吗（湖南的，平行志愿）,（担心）对调剂后的退档风险感到担忧，情绪较为负面。,35
大四实习补贴。有学院发大四的实习补贴了吗，都要离校了,（平淡，淡定）询问实习补贴的普通问题，情绪中性。,50
贵校研究生开学体检在哪里体检啊。是在学校统一组织还是去指定医院,（平淡，淡定）对体检安排的询问，情绪平和。,50
广西考生求助。广西一万位次出头报自动化好还是机械设计好？还有什么其他专业推荐的吗？,（理性）对专业选择的理性分析和咨询，情绪中性。,65
标题五个字。请问学长学姐们这些有买的必要吗,（平淡，淡定）普通询问是否购买，情绪平和。,50
高校专项计划。请问报考了贵校高校专项填志愿怎么填,（平淡，淡定）对专项计划的普通询问，情绪中性。,50
咱们的食堂咋样，在学校吃饭去哪个食堂好些，求学哥学姐回复。,（平淡，淡定）询问食堂情况的普通问题，情绪平和。,50
抉择ing，志愿填报。能报辽宁大学，南京农业，东北林业，广西大学的工科专业，选哪个更有利于以后的发展（考研什么的），谢谢你们的分享,（理性）对选择学校进行理性分析，情绪中性。,65
宿舍和乐器。想问一下贵校专业为电气及其自动化和机械设计及其自动化的宿舍是几人间的，还有附近有没有叫二胡的培训机构啊,（平淡，淡定）询问宿舍和培训机构，情绪中性。,50
舞蹈专业宿舍几人住有上床下桌独立卫浴空调吗交通方便吗,（平淡，淡定）询问宿舍条件的普通问题，情绪平和。,50
广西考生求问。成绩576 1.5w名可以考虑西大吗，我想学环境工程，请教一下学长学姐这个专业怎么样呀,（理性，担心）对录取和专业前景有一定担忧，情绪中性偏担忧。,45
广西大学招生办。就读广西大学的海洋科学专业，|纟年后可改读另外的专业吗,（平淡，淡定）普通询问是否可以转专业，情绪中性。,50
河南招生2023为什么排名较往低了好多，今年还会这样吗？。河南招生2023为什么排名较往低了好多，今年还会这样吗？,（担心）对招生排名的变化表示出疑问和担忧。,35
求个二手群号。快毕业了，想出点闲置,（平淡，淡定）普通询问群号，情绪中性。,50
江苏高考生求助。江苏598，31528名，不知道有多大概率能进西大的电气学长救救,（担心）对录取机会感到担忧，情绪偏负面。,35
暑假期间求校内转租（校外也行）。暑假两个月有没有转租校内房子的呀，校外学校附近的也可以。,（平淡，淡定）普通询问暑期转租情况，情绪平和。,50
广西大学多少分可以进？。24级高考生，想了解一下多少分进广西大学比较稳妥？,（平淡，淡定）普通询问录取分数线，情绪中性。,50
西大生物技术的宿舍是上床下桌吗，是男生,（平淡，淡定）询问宿舍情况，情绪中性。,50
西大的预科班怎么样？。想了解一下读西大的预科班一年以后要怎么选专业？有什么专业可以选？有没有学长学姐解答一下,（平淡，淡定）询问预科班专业选择的普通问题，情绪平和。,50
求助求助!。学长学姐们，物理类，556，位次两万两千左右，读西大(国家专项计划)会计学有希望吗,（担心）对录取会计学的机会表现出担忧，情绪较为负面。,35
网课忘记考试怎么办。rt，鼠鼠忘记网课的期末考试了，会不会对保研和入党之类的产生影响啊,（焦虑）对忘记考试感到焦虑，担忧未来的影响。,30
求一点专业上的建议。本地人，高考位次13200~13600，报外省热门专业的211有点悬，于是想本地发展，想问问各位学长学姐报哪些专业好（想选理工类的）,（理性）对专业选择进行理性分析，情绪中性。,65
想读电气工程及其自动化这行不行啊？。四川理科,（理性）询问专业选择的合理性，情绪中性。,65
为什么放在6教的书包，一会儿回来不见了。就复习资料，也偷吗,（愤怒，不满）对书包和资料被偷感到愤怒和不满。,40
西大附近有没有比较好吃的面食啊？。rt，偶尔想吃面条、凉皮或者肉夹馍，自己乱探店吃担心踩大雷。东门、新东门附近的都可以。老陈婆除外（吃腻了）,（平淡，淡定）询问餐饮选择的普通问题，情绪中性。,50
广西人提问。广西本地人推荐报西大吗，还是说去外省，柳州仔，平常大概600左右,（理性）对报考选择进行理性询问和分析，情绪平和。,65
关于辅修大一鼠鼠求助。c大辅修学士大概上课会多排多少呀 目前打算申个法学 拿到法学学士再考虑香港和英国读硕,（理性）对辅修和未来发展的询问，情绪平和。,65
借用广西大学图书馆账号查询资料，有偿！。本人需要在图书馆上查询一些资料，但是外网没有账号无法登录，谁有账号借用一下,（平淡，淡定）普通求助，情绪中性。,50
，，，，，。现在学电气工程及其自动化的学姐在哪工作？,（平淡，淡定）普通询问学姐就业情况，情绪中性。,50
家人们大一思政一点没背会挂科吗？,（担心）对考试成绩表示出担忧，情绪负面。,35
黄fy老师捞人吗？。rt，上过黄老师的课的应该对他那口音印象深刻吧老师人挺好的，就是这口音对我一个外地人真的很不友好 有上过黄老师电分的学长提供下情报啊，50能捞不 还有就是这老师记不记仇啊，有次上课做高数被抓到记名了，导致我在后排玩手机的那一群人里格外突出,（调侃，轻松）轻松调侃，带有一些幽默感。,70
请问西大的那个1+3是啥，咋样呀,（平淡，淡定）普通询问项目内容，情绪平和。,50
预科班B类投档比。学长学姐们，想问一下有人知道今年少数民族预科班B类的投档比是1：1吗？还有前几年的是多少？,（平淡，淡定）对预科班投档比的普通询问，情绪平和。,50
如果用专项计划我能选哪些专业(536分)，毕业后就业有哪些受。想报考广西大学，但是分不够用一下专项计划,（理性）对专项计划的理性询问，情绪平和。,65
问问大家到底读哪个好，太纠结了。本人今年四川考生615分，我的家人们希望我能读近一点的大学，我能读的大概就只有西南交大的土木了，但是看大多数人对土木评价都很差，就想去广西大学读电气工程，不知道大家觉得这俩哪个好一些,（理性，纠结）对两所学校和专业的选择存在一定纠结，情绪较为复杂。,55
想问一下广西大学环境工程怎么样。想25考研来广西大学,（理性，询问）情绪较为中性，表现出对环境工程的理性兴趣。,65
群qqvx。有没有广西大学的qq或者vx群呀,（平淡，淡定）平和地提出一个常见的问题，情绪没有特别的波动。,50
学长学长，端午可以带人家玩嘛。学长学长，端午可以带人家玩嘛,（玩笑，调侃）带有轻松调侃的语气，表现出轻松和愉悦的情绪。,75
我们学校的自动化专业就业情况咋样啊？。电气学院里面的自动化专业就业怎么样？是不是课难以后薪少再加上容易挂科啊？,（担忧，焦虑）对未来的就业和学业表现出担忧，情绪上有一定的负面倾向。,35
55555。c带这物价补贴是不发了吗，通知快一个月了,（不满，抱怨）对于物价补贴的延迟表现出不满情绪，带有一定的焦虑。,40
蹲一个网球爱好者群。想找球友,（平淡，淡定）平静地表达了寻找网球爱好者的需求，没有过多情绪波动。,50
现在还有哪里收书吗。才发现还有两大沓书没搬，要毕业了不想拿回家，卖废品也行,（理性，实用）对毕业后处理书籍的务实态度，情绪平淡。,55
舍友起床太晚了。都12点去食堂吃完饭回来了，还有一两个在睡，其他醒的人做事都要蹑手蹑脚，轻声轻气的。大声了还会被讲。 你就算熬夜熬到凌晨四点，睡到12点也睡够八个小时了啊,（不耐烦，厌倦）对舍友作息的抱怨和不耐烦情绪，显示出对现状的不满。,40
因病住校外申请外宿不会被莫名其妙退学吧。博主患有抑郁症，一住宿舍就病情加重，所以在校外租房子自己住了，需要申请退宿，不过请假申请文件上面因病请假超过一年要办理休学手续耶…… 怎么办，万一莫名其妙被休学一年半鼠鼠难道要去国外做义工旅居再回来继续读吗（泪目）,（担心，焦虑）对因病申请外宿和可能休学的未来充满担忧和焦虑，情绪偏负面。,30
现在入校还要申请么？还是能刷身份证进去？,（平淡，淡定）正常询问入校流程，情绪中性。,50
求助机械导师情况。想了解一下Lq老师的情况，人怎么样,（平淡，淡定）对导师情况的询问，表达方式中性平淡。,50
研究生选导师。本人调剂至广西大学 m水利工程想读博求推荐水利工程导师，钟献词老师怎么样？,（理性，理智）理性地表达了对导师的求助与选择的请求，情绪较为平稳。,65
24级化院研究生新生宿舍。有没有知道今年化院新生住哪，听说是要去继承今年毕业的研三的学长们的宿舍,（理性，询问）对宿舍安排提出了理性的询问，情绪较为平淡。,55
尼C要输光光哩！。在月球土壤样本申请中，桂林理工大学荣获两份共计31.2mg样本。前国脚范志毅接受采访时表示“再这样下去连机院都输了”。 范：改过不啦？换汤不换药啊，人家韩校长也有理由说的，我带的是什么队？我带的清华队啊！你这批人是什么人啊你叫我带？尼C现在什么水平？就这么几个人，你xxx什么的都在当校长他能当吗？当不了，没这个能力知道吗？再下去要输桂工，桂工输完输南职，再输机院，接下来没人输了。 记者：从另一方面来说，C大是最早,（愤怒，嘲讽）语言中带有强烈的愤怒和讽刺，情绪较为负面。,42.5
广西大学哪里有琴房？。广西大学哪里有琴房啊？练钢琴的，求求求求！！！,（急切，期待）急切地寻找琴房，情绪积极并充满期待。,70
广西大学游客可以进去吗。rt,（平淡，淡定）普通询问，情绪中性，没有明显波动。,50
退费毕业生。有没有人知道毕业生啥时候退费呀 在哪看呀,（理性，询问）理性询问毕业相关事宜，情绪平稳。,55
找个电竞酒店搭子。一个人住电竞酒店也是浪费，来个搭子，不用你a房费，最好不要抽烟，楼主男的,（平淡，淡定）中性陈述，没有明显情绪波动。,50
大学物理 电路和工程制图#求助##广西大学#。期末考试怎么复习 大物背那几套题够用吗 电路和工图怎么搞啊,（焦虑，担心）对考试复习表现出焦虑情绪，担心复习不足。,35
谁有大学物理上的期末试卷  救救孩子吧 爸爸妈妈们。,（焦虑，紧张）迫切地寻求期末考试帮助，表现出对考试的紧张情绪。,40
西大土木大一，有没有毕业的学长学姐提点建议？,（理性，询问）平和地向学长学姐寻求建议，情绪中性。,55
挂科了咋办。没有第三小学期了吗,（焦虑，担心）对挂科后补救措施感到担忧，情绪偏负面。,35
创新学分问题。想问一下软著能加多少分，感谢大家解答,（理性，询问）平和地提问创新学分问题，情绪中性。,55
创新创业学分求助。机械学院考过计算机二级可以加创新创业学分吗？还有英语六级能不能加,（平淡，询问）正常询问学分相关信息，情绪平和。,55
请问有无在广东的就业机械硕士学长学姐。由于我并不是广西人，归属性不强，以后想在广东发展下，想请问在广东的企业待遇如何,（理性，关切）对就业问题表现出理性关切的情绪，态度平和。,60
有没有往年广西大学材料力学875的考研真题。,（平淡，寻求帮助）请求考研真题帮助，情绪平稳。,55
广西大学各学科第五轮学科评估是什么等级呢？。我先来土木工程B，马克思A-,（理性，陈述）理性陈述学科评估情况，情绪平和。,55
有没有水利工程的复试资料。最好是最近几年的，有偿求,（平淡，寻求帮助）表达了对复试资料的需要，情绪中性。,50
nnd，差点激动了。还以为是第五轮学科评估，真是一场酣畅淋漓的意淫啊 点进去一看，软壳,（愤怒，失望）言语中带有失望和愤怒的情绪，对预期结果不满。,35
广西大学化学考研。想找一位广西大学化学考研上岸的学长学姐咨询一些问题（有偿）,（平淡，寻求帮助）寻求考研建议，情绪中性。,50
吧内的老东西们。本鼠想问一下西大考研专业课压不压分，我看进复试的名单里专业课都挺低的，最高100出头，感觉广西政治有点压分，英语小压。,（不满，怀疑）对考研成绩存在不满情绪，带有怀疑和抱怨。,40
外卖一定要尽早拿！！（不是因为被偷。如图，非洲大蜗牛属于物种入侵有很多寄生虫，很可怕的,（警惕，提醒）对外卖安全表达出警惕和担忧情绪。,40
求问广西大学电气工程的研究生一般住在哪里呀。lz上岸广西大学，想问问宿舍位置，要是吧友能给点住宿学习的建议就更好了,（理性，询问）理性询问宿舍相关问题，情绪平和。,55
创新学分_。话说期刊的创新学分可以叠加吗,（平淡，询问）平淡询问创新学分的具体情况，情绪中性。,50
有人知道2024研究生毕业典礼暨学位授予仪式在几号吗？。有人知道2024研究生毕业典礼暨学位授予仪式在几号吗？求助求助！,（急切，期待）急切询问毕业典礼时间，情绪积极并带有期待。,70
西大体育挂科。西大体育挂科咋整啊，补考还是重修？求求求求求求求,（焦虑，紧张）对挂科后的补救措施表现出焦虑和紧张情绪。,40
有老哥用过这个吗。rt，就是的校园卡丢了，然后不想去再办一张。卡里还有钱没花完，想问下那个消费码是怎么用的，就是像平常微信或支付宝付款码那样给别人扫就可以了吗,（理性，询问）对校园卡的使用表现出理性的询问，情绪中性。,55
广西大学机械学院研究生导师。西大机械老师有推荐的吗,（平淡，询问）平淡询问导师推荐，情绪中性。,50
机械学院研究生学长求一位。有偿求一位机械学院研究生学长，本人机械专硕研0，想了解一下学院导师的情况，拜托了,（平淡，寻求帮助）寻求学长的帮助，情绪平稳。,55
咱们学校的微信墙或者QQ墙有吗？求。,（平淡，询问）询问微信或QQ墙的存在，情绪中性。,50
西大的大学英语真正意义是什么。课是最少的，结果作业是最多最繁重的，市面常见的APP全都安排个遍，另外还要安排一整本附带习题书全都得写；教材是最贵的，一套下来就是一百大几，还不能买二手因为必须要激活码；说到这个那些APP还要挂时长；平时分是卡最死的，全部取自APP的自改作业（还多的要命根本拉不上去），想从那些难以理解的APP里面扣出90分跟登天一样难，特别是口语，来回刷分念到嗓子冒烟，撑死95（还是特别简单的那种它能识别准一点，长的基本就是八十六七,（不满，抱怨）对大学英语课程表达了明显的抱怨和不满情绪。,40
体测现在是什么样。想找dai跑有第一批体测了的吧u吗，说是要人脸识别之类的吗，怎么测试的,（平淡，询问）对体测流程的询问，情绪平和。,50
研究生开卡。请问研究生的中国银行储蓄卡是一定要在学校里开吗？用自己的行不行？,（理性，询问）对银行开卡流程的理性询问，情绪平稳。,55
想借两本书，可有偿，计算机网络和通信原理。想借两本书，可有偿，计算机网络和通信原理,（平淡，寻求帮助）寻求借书帮助，情绪中性。,50
1.西大转专业有啥要求？ 2.西大可以修双学位吗？要求是什么。西大宿舍是上床下桌吗？有空调吗？在西大热不热？在学校可以开电车吗？,（理性，询问）理性提问多项学校相关事宜，情绪平稳。,55
硕士点博士点设置情况。高考生求问：广西大学的硕士点和博士点设置情况怎么样噢 电子信息和电气工程有博士点嘛,（理性，询问）询问硕士点与博士点相关情况，情绪平和。,55
咱们西大的车万群有吗？。rt,（平淡，询问）询问相关群组，情绪中性。,50
山东大学药学跨考有机化学  一志愿上海有机会所，成绩286。有机会调剂到广西大学吗，有什么推荐的导师吗，求学长学姐指点,（焦虑，担忧）对调剂与导师选择表现出担忧和焦虑情绪。,35
想知道西大女生宿舍环境。看网上有些图片真是惨不忍睹，想知道实际情况,（担心，焦虑）对宿舍环境存在担忧，情绪偏负面。,40
8u们，ldx7月份批次毕业，要被踢出寝室了。有什么租房的地方推荐吗？,（理性，询问）对毕业后的租房问题理性提出询问，情绪平稳。,55
毕业生的提问。想问一下各位，电气工程学院对色弱考生会不会拒收啊，想学电气的毕业生一枚，有什么体检的注意事项吗，还有就是平常考试在省排6000左右推荐西大么，我现在也不是很清楚要去哪个大学来着。在线等解答，谢谢啦。,（理性，询问）理性提出关于入学的体检和建议问题，情绪平和。,55
求助贴，想求些考研资料。考研想考林学院生态学，求考进的学长学姐们施舍点资料，有偿价格私聊，求求了，想回广西。,（平淡，寻求帮助）请求考研资料帮助，情绪中性。,50
西大能带600w的台式电脑么，顺便问问宿舍环境。南宁本地人，目前想报西大数学系，数学系的宿舍咋样呀，限电么，限多少？求好心的学长学姐解答,（理性，询问）对宿舍和设备限制理性询问，情绪平稳。,55
24研究生宿舍什么样呀？求问一下。医学院药学的24女生,（理性，询问）对宿舍环境的询问，情绪平和。,55
湘进攻西带。还不速速出来投降，顺便把学姐微信报给我。,（调侃，玩笑）调侃语气，情绪轻松愉快。,75
土木非全可以周末线上上课吗。8u们 我是双非已经毕业一年多了，现在上班感觉学历不太够，想考个土木专业的非全硕，但是现在在广东这边上班又不方便周末去南宁。想问问贵校非全日制可以线上授课吗,（理性，询问）对学习安排的理性询问，情绪平稳。,55
8u们有知道帮忙打扫宿舍的保洁阿姨阿叔的电话或者vx的吗。,（平淡，询问）平和地询问打扫人员的联系方式，情绪中性。,50
万能试验机。家人们学校哪个学院有能测水凝胶压缩模量的万能试验机噢,（理性，询问）对设备的理性询问，情绪平和。,55
求二手电子市场。广西大学附近有没有二手电子市场,（平淡，询问）平淡询问二手电子市场的存在，情绪中性。,50
标题五个字。求电气考研初试资料,（平淡，寻求帮助）请求考研资料帮助，情绪中性。,50
来本校是我毕生的梦想。今天八点五十才起床，忘记去语文考场了，少了150分还能来这个大专吗,（自嘲，失望）对未能参加考试的自嘲，带有失望情绪。,35
家人们，有没有数电和模电的往年考试题呀。自动化的，球球了,（焦虑，紧张）对即将到来的考试表现出紧张情绪，寻求帮助。,40
求研0可以干活的机械导师。求研0可以干活的机械导师速速联系我,（平淡，寻求帮助）寻求导师帮助，情绪中性。,50
重修必修课的学分从以前的4分变成了现在的3.5分，少了0.5。重修必修课的学分从以前的4分变成了现在的3.5分，少了0.5分该怎么办啊！,（不满，焦虑）对学分减少感到不满，表现出焦虑情绪。,40
今年广西大学研究生宿舍会是怎么样呀？。医学院药学的24新生,（理性，询问）对研究生宿舍环境的询问，情绪平和。,55
图书馆厕所在哪里。如题,（平淡，询问）简单询问图书馆的设施，情绪中性。,50
家人们，六教明天有什么考试吗，什么关门不能自习了。,（焦虑，担忧）对考试安排和自习问题表示焦虑情绪。,40
化学化工学院询问导师。请问化工学院的导师哪个比较适合我啊，鼠鼠希望找个放满假，不扣补贴的，能发点小论文但不PUA的,（理性，理智）理性地表达了对导师的期望，情绪平稳。,60
XDM，行健无了！,（震惊，失落）对“行健”的消失表示震惊与失落情绪。,25
c大又win了。这么推算大专八人间，而我们c大六人间，介于大专和本科之间，win,（调侃，玩笑）调侃语气，情绪较为轻松愉快。,70
广西大学找人。求助，找一位叫做崔琼丹的同学，麻烦认识这位同学的同学看到滴滴我一下,（平淡，寻求帮助）平和地请求找人帮助，情绪中性。,50
大活 空调没开。大活空调可以自己开吗？好热呀 为什么最近都不开空调了,（不满，抱怨）对空调问题表示抱怨，不满情绪明显。,40
中科院生物学博士来能来广西大学做科研吗？。病毒学方向，广西大学待遇好吗？好申请吗，可以评上什么职位？可以直接评上教授吗,（理性，询问）理性地提出科研和职位相关问题，情绪平和。,60
这事闹挺大，c带的注意了。,（震惊，警惕）对某件事态发展表示震惊，并带有警惕情绪。,40
吧友们求助四级报名了不参加考试影响下一次报名吗？。突然有急事可能没法参加四级考试。,（焦虑，担心）对四级报名事宜表现出焦虑情绪，担心未来影响。,35
请问一下XMM导师怎么样，有了解的学长学姐嘛。,（平淡，询问）正常询问导师相关信息，情绪中性。,50
请问各位好兄弟。该校的研究生复试保护第一志愿吗，有双非歧视吗,（理性，询问）对研究生复试规则提出理性询问，情绪平稳。,55
软著怎么买最划算。求助,（平淡，询问）询问软著购买问题，情绪中性。,50
女朋友存钱。我们在一起半年，我女朋友想要存钱，她本来这个暑假结束是有9w块钱存款，最近那个学校那个帮扶截止，因为按时长计算，得知这个会少得大概5000块钱（具体原因不说），我们平时生活费大概5000多一个月，我3000她2000。然后她说她亏钱了，想让我们每个月少花1000块钱，补到她亏的钱里面，那这样我们每个月生活费花4000，这样补大概5个月，加上兼职她凑够11w的时候拿10w到银行存3年的定期，剩下1w留着，因为手里至少有1w才有安全感。后面我同意了每,（理性，商量）对经济问题的讨论，带有商量和理解的态度，情绪平稳。,60
创新学分不够怎么办啊，快毕业了。,（焦虑，担忧）对创新学分不够的问题感到焦虑，担心影响毕业。,35
俺们学校的西菜市快餐店，不要去吃了。因为学校的饭不怎么好吃，今天中午，我又去吃了一次西菜市的快餐。上一次吃出了淋巴肉就算了，这次吃出了大苍蝇。还在碗里动来动去的。真的大家不要再去那里吃了，太恶心了。有这样的商家在，食品卫生安全问题啥时候才能解决啊。,（厌恶，愤怒）对食物卫生问题感到极度不满和厌恶，情绪负面。,35
6.18号早上拼车。有老铁6月18号早上6:10出发去南宁东的吗，一起拼车的来~,（平淡，询问）平和地询问拼车信息，情绪中性。,50
英语四六级听力。考过四六级的铁子们，听力开始前翻看听力会不会挨抓，有没有经验传授,（紧张，焦虑）对考试的紧张情绪明显，寻求帮助。,40
求助求助。西大非全研究生在读期间能考四六级不？,（平淡，询问）询问四六级相关问题，情绪平和。,50
广西大学土木考研844材料力学。广西大学土木考研初试844材料力学149分（可以验证成绩真假）的学长，对西大力学考研了如指掌，可接辅导与答疑。需要滴滴,（平淡，寻求帮助）平和地请求考研辅导帮助，情绪中性。,50
广西大学出入证办理。广西大学出入证怎么样办理！能否帮忙办理！有偿 考研人求,（平淡，询问）询问出入证办理，情绪中性。,50
我想问下什么时候放假，有没有收书本的联系电话。,（平淡，询问）询问放假和书本处理信息，情绪平和。,50
有奖竞猜，猜中可获得由吧务准备的神秘小礼物。如图,（调侃，娱乐）以娱乐和调侃的语气发起竞猜活动，情绪轻松愉快。,75
关于软著申请流程。我们学校的计算机软著的著作人只能填学校吗，其他的不用填吗,（平淡，询问）平和地询问软著申请流程，情绪中性。,50
广西大学越南语泰语专业规模。想问问广西大学越南语、泰语的规模有多大，就业前景如何？,（理性，询问）理性询问专业和就业前景，情绪平和。,55
话说，咱们西大到底是不是区内第一高校？。今天刷某红薯看见有帖子在讨论学科评估，跟区内高校谁是第一，有质疑，有抹黑，有维护的，哎。,（疑惑，困惑）对学校地位的讨论感到疑惑，情绪较为中性。,50
Find a Boy Teach My Chinese。My name is Alice .I am come from Ice Land .I will study in Hainan University of Technology in this year. I hope i can find a boy to teach me Chinese.I will let you enjoy the Ice Land culture too!I am sure that we will have a good time. You understand?,（期待，乐观）对寻找帮助充满期待，情绪正面积极。,80
急急急，大一求助，认知学习论文怎么搞。如题，这个破课就是让我们参观了一小时实验室，然后就要求写3000字论文还要求什么有逻辑的，有么有学长上过这个课的救一下（不知道是不是物理学院独有的课程）,（不满，抱怨）对课程作业的抱怨情绪明显，感到负担过重。,40
有没有懂哥知道重修考试会不会和其它考试时间有冲突？。如题，本fw摆烂挂科有点多，这学期准备像高中一样认真读书一次性重修四门课，但是怕重修课和正课考试安排有冲突导致直接无法考试，想知道我们学校考试安排是每个时间段只安排一门科目的考试吗？还是说各学院的考试安排是独立自主安排，可能存在冲突？,（焦虑，担忧）对考试时间冲突的担忧情绪明显，表现出焦虑情绪。,35
有哪位老哥知道西校园这边哪个电脑店换笔记本硅脂技术比较好。,（平淡，询问）正常询问服务信息，情绪平和。,50
上大学被偷了五把伞了，受不了了。有些人是连伞都买不起吗，下雨天一到，发现自己没带伞直接拿，nmd跟偷外卖一个德行，外卖被偷了，我还能说自己不及时拿安慰自己，c了，伞湿的放室内又不太好，我都怕哪天自己崩不住了也去协调一把算了,（愤怒，厌恶）对被偷伞问题表示愤怒和厌恶，情绪负面。,35
有无兼职可做。学长学姐，都在哪里找兼职呀,（平淡，询问）平和地询问兼职信息，情绪中性。,50
有无吊五搭子。如题,（平淡，询问）简短询问相关搭子，情绪中性。,50
广西大学机械工程学院研究生考试难不难。本科双非，想提前问一下,（理性，询问）对考试难度的询问，情绪平和。,55
软著。想求助一下软著申请下来后，认定创新学分需要哪些步骤呢,（平淡，淡定）询问软著相关事宜，没有情绪波动。,50
刚被广西大学拟录取。求问机械宿舍咋样,（平淡，淡定）询问宿舍情况，态度平和。,50
有没有数学院的博士学长学姐呀。想问下博士面试具体是怎么个形式呀，我看23年要求写的是抽题作答，一般是概念性的口头回答嘛，还需要在黑板手写之类的吗,（平淡，淡定）对博士面试流程的询问，没有明显情绪波动。,50
唉，又是被攻击的一天。rt,（压抑）带有消极情绪，感觉受到了攻击，言语中表现出压抑感。,20
广西新发展交通集团怎么样。想了解一下这个单位在广西怎么样哎，网上关于这个单位的信息好少，想问一下广西老表们，谢谢！螺蛳粉确实香噢,（平淡，理性）带有一点轻松的语气，主要为中性表达，带着对信息的理性求知。,55
《部分王牌专业薪资介绍》。感觉写这段话的是个串子，明明很普通的话却让人极度难绷,（不满，厌恶）对某些话语表达了不满和厌恶，情绪较为负面。,35
互联网+初赛审批。想问一下现在互联网+初赛审批是已经结束了吗是不是一直待审核状态就是被pass了,（担心）担心审核状态未通过，情绪中带有不安和焦虑。,35
喜报，今天在空间里抱怨尼c被空u破防。鼠鼠抱怨尼c最近对鼠的种种虐待，说不如大砖，结果空u直接说别看不起带专！这下西鼠鼠的脸皮都没了只好在下面嘴硬回复,（幽默，愉快）充满调侃和幽默感的描述，情绪轻松愉快。,70
对贴吧的头像已经无语了。之前的那个我忍了，毕竟还算国产的，但是你把二次元放上去干什么(我不是说二次元不好，但是放在堂堂985的头上真的合适吗，高低也得是马恩列斯毛五选一啊),（不满）对头像的选择感到不满，情绪较为消极。,40
广西大学宣布停办，只有我在疯狂选课。3分钟前，广西大学宣布停止办学的消息已经传遍了整个网络。 学生的骂声铺天盖地。只有我突然疯狂，开始往这个即将停服的大学里卷学分！因为我知道，在7天之后，大学里的一切都将变为现实，全世界所有人都会成为广西大学的学生，接受教务处的统一教学计划。学校里的教务系统将会通过所学课程核定学生们的学分。而拥有足够多学分的人，才能成为广西大学世界的一方霸主。 上一世，我自暴自弃，借胶消,（幽默，夸张）带有调侃和戏谑的语气，情绪轻松，略显荒诞。,65
为什么没有尼c。是不是我大嫖成对你们不好！！！,（愤怒）带有夸张与愤怒的情绪，质疑和抱怨明显。,45
